CE_Age,CE_Language,CE_Experties,CE_Total_Handled_Leads,CE_Successful_Leads,C_Language,C_Timeperiod_months,C_Field,C_Times_Call,C_Products_Subscribed,C_Premium_Products_Subscribed,C_Call_On_Same_Topic,C_Default_Premium,Call_Duration_Sec,Converted
24,Hindi,['Life Insurance'],47,3,Hindi,2,Education Insurance,25.70263001,7,2,3,0,507.6337617,0
46,Telgu,"['Education Insurance', 'Life Insurance', 'Home Insurance']",33,1,Telgu,28,Home Insurance,28.35652509,7,3,2,4,364.4492523,0
36,Marathi,"['Home Insurance', 'Life Insurance']",67,2,Marathi,13,Car Insurance,20.55486063,6,4,4,0,501.0258555,1
35,Urdu,"['Education Insurance', 'Car Insurance']",48,2,Urdu,7,Life Insurance,17.49145356,0,1,1,1,422.8634707,0
32,Telgu,"['Education Insurance', 'Home Insurance']",28,1,Telgu,1,Health Insurance,26.2207121,6,4,4,1,553.7905397,1
46,Hindi,"['Education Insurance', 'Health Insurance', 'Home Insurance']",99,4,Hindi,17,Home Insurance,24.81853788,7,4,4,0,389.8404765,1
49,English,"['Education Insurance', 'Life Insurance', 'Car Insurance']",82,4,English,38,Education Insurance,25.8996384,8,4,4,1,546.1790701,1
30,English,"['Education Insurance', 'Life Insurance']",63,5,English,37,Life Insurance,23.72066715,6,2,3,2,399.555537,0
48,Hindi,"['Life Insurance', 'Education Insurance', 'Home Insurance']",82,6,Hindi,17,Health Insurance,24.93352307,8,4,2,2,314.3078843,0
29,Hindi,['Health Insurance'],25,1,Hindi,27,Life Insurance,31.69402747,10,6,5,2,259.2050899,1
32,Telgu,"['Health Insurance', 'Home Insurance']",60,1,Telgu,24,Car Insurance,24.90210013,5,3,2,0,258.3435171,0
23,Urdu,['Car Insurance'],83,3,Urdu,13,Life Insurance,23.55939285,6,3,2,0,565.1603938,0
34,English,"['Life Insurance', 'Education Insurance']",86,1,English,3,Life Insurance,23.27113267,9,4,3,1,374.9796007,0
42,Telgu,"['Car Insurance', 'Home Insurance', 'Education Insurance']",30,1,Telgu,11,Education Insurance,29.22974703,9,4,4,1,453.188912,1
32,Marathi,"['Health Insurance', 'Home Insurance']",65,4,Marathi,12,Life Insurance,18.83000906,3,0,0,1,332.2896317,0
47,Urdu,"['Life Insurance', 'Car Insurance', 'Home Insurance']",79,3,Urdu,36,Home Insurance,19.58630995,0,1,0,3,402.7120207,0
39,Telgu,"['Health Insurance', 'Education Insurance']",97,2,Telgu,16,Home Insurance,30.85679325,11,5,9,0,393.453193,1
49,Urdu,"['Car Insurance', 'Education Insurance', 'Life Insurance']",74,6,Urdu,33,Life Insurance,25.84324222,8,2,4,0,643.1539078,1
42,Marathi,"['Car Insurance', 'Health Insurance', 'Education Insurance']",64,1,Marathi,22,Car Insurance,34.35390897,12,8,8,2,334.9860903,1
35,Urdu,"['Home Insurance', 'Car Insurance']",59,3,Urdu,21,Education Insurance,28.40751336,7,4,2,0,475.7692291,0
25,English,['Health Insurance'],66,2,English,11,Car Insurance,18.68309513,2,1,0,0,309.8238719,0
45,Hindi,"['Car Insurance', 'Life Insurance', 'Home Insurance']",96,3,Hindi,16,Life Insurance,23.75881268,7,3,2,0,527.8272495,0
24,Hindi,['Home Insurance'],74,5,Hindi,14,Home Insurance,31.81672438,17,8,9,0,276.6256853,1
35,Hindi,"['Life Insurance', 'Home Insurance']",48,1,Hindi,28,Car Insurance,33.12343238,19,6,6,1,367.9581859,1
28,Telgu,['Education Insurance'],31,1,Telgu,23,Home Insurance,26.11818604,8,4,3,2,373.2314729,0
47,Hindi,"['Life Insurance', 'Car Insurance', 'Education Insurance']",68,2,Hindi,36,Education Insurance,29.04845377,7,3,2,1,464.2729276,0
27,Telgu,['Car Insurance'],59,2,Telgu,3,Health Insurance,27.72927585,9,2,2,2,532.6159185,0
34,Marathi,"['Education Insurance', 'Car Insurance']",51,1,Marathi,44,Home Insurance,25.39267441,8,3,2,3,309.2737608,0
42,Telgu,"['Health Insurance', 'Car Insurance', 'Life Insurance']",93,5,Telgu,46,Home Insurance,16.9977218,3,0,0,0,458.6277802,0
26,Telgu,['Home Insurance'],90,3,Telgu,5,Education Insurance,16.70513828,0,0,0,1,432.820613,0
28,Marathi,['Car Insurance'],21,1,Marathi,20,Car Insurance,24.10337107,6,3,4,1,476.6178186,1
32,Urdu,"['Health Insurance', 'Car Insurance']",36,1,Urdu,8,Car Insurance,25.51997066,9,4,3,2,520.2972446,0
48,Telgu,"['Life Insurance', 'Education Insurance', 'Home Insurance']",68,3,Telgu,28,Home Insurance,31.05834714,16,6,5,4,384.8745454,0
20,Hindi,['Home Insurance'],82,1,Hindi,24,Health Insurance,26.75614247,6,2,3,0,370.2271398,0
42,Telgu,"['Life Insurance', 'Education Insurance', 'Car Insurance']",81,7,Telgu,18,Health Insurance,23.88798487,8,4,2,0,464.9751314,0
46,Marathi,"['Health Insurance', 'Education Insurance', 'Home Insurance']",77,6,Marathi,32,Home Insurance,21.95553111,6,2,4,3,468.2070929,0
39,Marathi,"['Health Insurance', 'Home Insurance']",29,1,Marathi,24,Home Insurance,18.18550161,2,1,0,0,528.6682254,0
42,Urdu,"['Home Insurance', 'Education Insurance', 'Health Insurance']",68,3,Urdu,16,Education Insurance,27.28257402,8,3,2,0,524.2354683,0
21,Hindi,['Home Insurance'],90,7,Hindi,47,Life Insurance,20.56713785,8,4,3,1,514.5957522,0
48,Hindi,"['Education Insurance', 'Life Insurance', 'Health Insurance']",51,4,Hindi,0,Education Insurance,17.52026648,0,1,0,0,763.1700673,0
41,English,"['Education Insurance', 'Health Insurance', 'Car Insurance']",82,2,English,9,Home Insurance,23.59910114,7,3,4,0,490.964177,1
32,Telgu,"['Car Insurance', 'Life Insurance']",66,1,Telgu,8,Education Insurance,34.03284964,16,8,8,2,409.392332,1
33,Urdu,"['Home Insurance', 'Health Insurance']",63,5,Urdu,19,Home Insurance,26.06972308,6,3,4,0,257.7939056,1
27,English,['Home Insurance'],33,2,English,33,Home Insurance,28.57752486,5,4,3,0,383.8100718,0
39,Hindi,"['Life Insurance', 'Health Insurance']",78,2,Hindi,8,Life Insurance,32.45643618,15,9,8,0,335.3858312,1
31,Marathi,"['Education Insurance', 'Health Insurance']",90,7,Marathi,2,Education Insurance,19.66576602,4,0,1,0,435.1708142,0
49,Marathi,"['Health Insurance', 'Home Insurance', 'Car Insurance']",36,1,Marathi,4,Car Insurance,16.50033928,1,1,0,1,419.4612966,0
48,Telgu,"['Health Insurance', 'Car Insurance', 'Life Insurance']",26,1,Telgu,32,Home Insurance,20.93294585,9,4,2,0,556.991059,0
37,English,"['Health Insurance', 'Education Insurance']",51,4,English,20,Car Insurance,27.61317922,5,2,3,0,409.022933,0
38,Marathi,"['Life Insurance', 'Car Insurance']",74,1,Marathi,42,Life Insurance,19.64929928,1,0,1,2,538.5924481,0
25,Marathi,['Car Insurance'],44,3,Marathi,23,Home Insurance,30.56341777,18,6,6,0,425.8518655,1
36,English,"['Car Insurance', 'Home Insurance']",26,1,English,46,Car Insurance,30.77171378,12,6,6,0,570.1456709,1
24,Hindi,['Education Insurance'],50,3,Hindi,20,Health Insurance,29.13673075,7,4,2,2,496.5569995,0
45,Marathi,"['Education Insurance', 'Home Insurance', 'Life Insurance']",58,2,Marathi,36,Life Insurance,24.01652764,9,3,3,0,468.937251,0
34,English,"['Health Insurance', 'Education Insurance']",86,2,English,29,Health Insurance,31.74707684,10,9,7,0,659.9262626,1
38,Marathi,"['Health Insurance', 'Education Insurance']",68,1,Marathi,8,Education Insurance,18.55784784,1,1,0,0,417.8745053,0
27,Marathi,['Home Insurance'],57,3,Marathi,8,Health Insurance,18.7814112,1,0,0,0,463.840689,0
27,Telgu,['Life Insurance'],47,2,Telgu,1,Home Insurance,21.06606625,6,2,4,0,500.5009229,1
27,Urdu,['Education Insurance'],35,1,Urdu,5,Home Insurance,20.7985817,6,2,2,2,464.0024599,0
23,Hindi,['Life Insurance'],53,3,Hindi,22,Home Insurance,22.11846724,6,3,2,1,297.4645162,0
23,Urdu,['Health Insurance'],88,7,Urdu,38,Education Insurance,29.78807339,9,4,4,1,376.5470903,1
48,Urdu,"['Home Insurance', 'Car Insurance', 'Life Insurance']",45,2,Urdu,31,Car Insurance,32.75311772,10,5,6,0,669.0406083,1
29,English,['Health Insurance'],89,4,English,36,Life Insurance,27.5624076,9,4,3,0,525.6423673,0
24,English,['Health Insurance'],63,3,English,25,Health Insurance,19.72775634,4,1,1,0,391.4738123,0
47,Telgu,"['Health Insurance', 'Car Insurance', 'Home Insurance']",48,2,Telgu,46,Car Insurance,30.40659832,14,5,8,0,396.6261609,1
40,Hindi,"['Health Insurance', 'Life Insurance', 'Home Insurance']",52,1,Hindi,24,Life Insurance,30.74078075,13,8,6,1,616.633901,1
20,Marathi,['Health Insurance'],73,2,Marathi,30,Health Insurance,23.73041526,9,4,3,3,418.839098,0
28,Telgu,['Education Insurance'],59,1,Telgu,29,Health Insurance,30.45864944,17,6,6,1,384.5405422,1
21,Urdu,['Education Insurance'],79,4,Urdu,21,Life Insurance,32.49138134,15,6,9,0,376.3376003,1
24,Hindi,['Home Insurance'],93,8,Hindi,18,Home Insurance,22.12727997,9,3,4,1,314.1674459,1
32,Urdu,"['Education Insurance', 'Car Insurance']",47,2,Urdu,43,Home Insurance,29.40877743,8,2,2,2,483.0613823,0
41,Hindi,"['Life Insurance', 'Home Insurance', 'Car Insurance']",90,6,Hindi,35,Car Insurance,19.46985303,0,1,0,0,458.6746065,0
37,Marathi,"['Health Insurance', 'Life Insurance']",41,2,Marathi,11,Home Insurance,23.31885906,7,2,3,1,564.5717976,0
21,Telgu,['Life Insurance'],63,2,Telgu,35,Education Insurance,20.13834603,6,2,2,2,541.0997188,0
41,Urdu,"['Health Insurance', 'Car Insurance', 'Life Insurance']",73,2,Urdu,42,Life Insurance,20.50145226,8,3,4,0,422.9049326,1
23,Marathi,['Health Insurance'],83,3,Marathi,20,Car Insurance,22.41025024,5,3,3,0,493.5809623,0
49,Telgu,"['Education Insurance', 'Home Insurance', 'Life Insurance']",36,2,Telgu,45,Car Insurance,25.28469932,5,2,3,0,458.6810188,0
44,Telgu,"['Home Insurance', 'Car Insurance', 'Education Insurance']",67,5,Telgu,4,Health Insurance,25.53926113,8,4,3,0,433.8308706,0
23,Hindi,['Home Insurance'],43,1,Hindi,6,Education Insurance,30.25387524,17,8,5,0,551.2626197,1
21,Urdu,['Car Insurance'],21,1,Urdu,36,Education Insurance,20.41746679,6,3,2,1,408.7799778,0
22,Urdu,['Home Insurance'],20,1,Urdu,26,Life Insurance,36.69723693,17,9,5,4,409.7369558,0
49,English,"['Home Insurance', 'Education Insurance', 'Health Insurance']",63,4,English,9,Car Insurance,27.27859433,7,4,2,1,379.2063252,0
28,English,['Home Insurance'],37,2,English,15,Car Insurance,20.8586606,9,3,2,0,384.2462243,0
31,Telgu,"['Car Insurance', 'Education Insurance']",73,4,Telgu,10,Life Insurance,21.37041656,7,4,4,0,642.2397107,1
36,English,"['Education Insurance', 'Life Insurance']",36,2,English,14,Home Insurance,24.99309485,8,2,3,1,498.2964076,0
42,Telgu,"['Car Insurance', 'Home Insurance', 'Education Insurance']",92,6,Telgu,18,Life Insurance,28.95684302,5,3,4,2,343.2415883,1
22,English,['Home Insurance'],56,3,English,1,Education Insurance,23.28499039,5,2,3,1,667.6192536,0
23,English,['Home Insurance'],95,7,English,30,Home Insurance,21.29796617,6,4,2,0,396.9684516,0
27,Urdu,['Health Insurance'],47,2,Urdu,17,Life Insurance,19.06201636,1,1,1,2,412.3428407,0
43,Urdu,"['Education Insurance', 'Home Insurance', 'Health Insurance']",59,3,Urdu,26,Education Insurance,18.17504984,3,0,1,1,487.2357379,0
35,English,"['Car Insurance', 'Home Insurance']",87,3,English,17,Home Insurance,24.46105967,9,3,3,3,449.0561785,0
28,Marathi,['Health Insurance'],99,8,Marathi,6,Life Insurance,23.75585025,8,4,2,0,493.2415776,0
24,Telgu,['Car Insurance'],96,6,Telgu,3,Health Insurance,28.17555787,5,4,4,2,584.6885262,1
41,Urdu,"['Education Insurance', 'Life Insurance', 'Health Insurance']",88,6,Urdu,25,Home Insurance,16.3170171,4,1,0,0,318.0672503,0
24,Hindi,['Health Insurance'],88,2,Hindi,28,Life Insurance,20.66257124,7,3,3,0,470.8076749,0
29,Hindi,['Health Insurance'],64,2,Hindi,11,Car Insurance,16.60770033,3,1,0,0,535.0750069,0
28,Telgu,['Education Insurance'],93,3,Telgu,14,Car Insurance,19.89819679,0,1,0,0,413.4964613,0
23,Marathi,['Health Insurance'],92,5,Marathi,38,Home Insurance,28.77692383,7,3,3,0,373.7068999,0
20,Urdu,['Car Insurance'],46,1,Urdu,18,Health Insurance,17.22684063,1,0,0,0,607.5208485,0
34,Hindi,"['Education Insurance', 'Home Insurance']",87,7,Hindi,40,Education Insurance,22.02058918,9,2,2,3,414.266905,0
44,Urdu,"['Education Insurance', 'Car Insurance', 'Life Insurance']",67,5,Urdu,16,Health Insurance,16.0254644,3,0,0,0,372.660299,0
31,Marathi,"['Life Insurance', 'Education Insurance']",31,1,Marathi,43,Health Insurance,26.55909383,8,4,4,3,466.3300001,0
32,Hindi,"['Education Insurance', 'Life Insurance']",54,2,Hindi,47,Health Insurance,28.33335321,6,4,4,2,451.4906195,1
39,Marathi,"['Life Insurance', 'Home Insurance']",55,1,Marathi,6,Life Insurance,29.9444121,9,3,4,2,545.7812802,1
28,Marathi,['Home Insurance'],69,2,Marathi,15,Car Insurance,18.12408422,0,1,0,3,610.9891237,0
20,Marathi,['Education Insurance'],43,2,Marathi,24,Car Insurance,21.88299004,6,2,2,0,633.6961894,0
29,Hindi,['Home Insurance'],48,2,Hindi,47,Home Insurance,26.11250359,6,2,2,0,509.3597298,0
29,English,['Life Insurance'],52,2,English,17,Education Insurance,29.67554163,7,2,2,2,600.744624,0
39,Marathi,"['Health Insurance', 'Home Insurance']",29,1,Marathi,8,Life Insurance,24.7570616,6,3,2,0,515.9324166,0
45,Hindi,"['Education Insurance', 'Life Insurance', 'Car Insurance']",84,2,Hindi,44,Education Insurance,27.29818741,7,3,3,0,525.4524973,0
36,Marathi,"['Car Insurance', 'Health Insurance']",67,1,Marathi,14,Home Insurance,34.07740093,17,7,7,2,487.4565311,1
36,Telgu,"['Car Insurance', 'Home Insurance']",79,6,Telgu,46,Home Insurance,32.41050178,14,8,9,0,399.038548,1
26,Marathi,['Health Insurance'],22,1,Marathi,17,Education Insurance,12.96409904,2,1,1,0,442.832834,0
31,Marathi,"['Life Insurance', 'Home Insurance']",24,1,Marathi,48,Education Insurance,22.28968107,7,3,4,1,401.3630562,1
22,Telgu,['Car Insurance'],25,1,Telgu,8,Home Insurance,35.55816152,14,9,6,0,509.1574754,1
22,Telgu,['Education Insurance'],40,3,Telgu,14,Health Insurance,24.15419272,9,4,2,0,498.539296,0
24,Marathi,['Health Insurance'],78,6,Marathi,12,Home Insurance,27.27412088,9,4,2,4,373.105784,0
48,Marathi,"['Life Insurance', 'Home Insurance', 'Car Insurance']",22,1,Marathi,42,Home Insurance,24.54521028,7,3,2,1,521.2687096,0
30,Telgu,"['Health Insurance', 'Car Insurance']",90,7,Telgu,7,Life Insurance,24.25134914,8,2,4,0,388.3456941,1
23,English,['Life Insurance'],37,1,English,0,Health Insurance,28.2615892,7,2,2,0,326.1178313,0
22,Urdu,['Home Insurance'],35,2,Urdu,45,Health Insurance,18.26987741,0,1,0,0,457.0439865,0
41,Hindi,"['Education Insurance', 'Health Insurance', 'Home Insurance']",54,3,Hindi,3,Life Insurance,30.69931038,11,7,7,1,411.7860254,1
33,Hindi,"['Education Insurance', 'Health Insurance']",94,7,Hindi,11,Life Insurance,28.21483197,7,4,4,0,375.325803,1
21,Hindi,['Car Insurance'],62,3,Hindi,11,Health Insurance,18.98069467,4,0,1,2,414.6816676,0
33,Hindi,"['Car Insurance', 'Life Insurance']",40,1,Hindi,7,Life Insurance,16.45696361,2,1,1,4,390.0790671,0
27,English,['Car Insurance'],83,4,English,34,Life Insurance,19.88141123,3,0,1,0,410.8873469,0
48,Marathi,"['Health Insurance', 'Education Insurance', 'Home Insurance']",21,1,Marathi,48,Health Insurance,24.11347614,6,4,3,1,532.9748124,0
44,Urdu,"['Health Insurance', 'Life Insurance', 'Car Insurance']",30,2,Urdu,40,Car Insurance,20.71650198,8,3,3,3,678.5773597,0
34,Marathi,"['Life Insurance', 'Education Insurance']",36,1,Marathi,15,Education Insurance,21.98489255,5,2,2,1,514.1328037,0
27,Telgu,['Home Insurance'],54,1,Telgu,12,Life Insurance,22.84725843,8,2,4,0,310.3659807,1
43,Marathi,"['Life Insurance', 'Car Insurance', 'Home Insurance']",85,1,Marathi,48,Health Insurance,17.09375886,2,0,1,0,469.553305,0
27,Marathi,['Health Insurance'],34,1,Marathi,10,Health Insurance,28.58076202,9,2,3,0,703.045565,0
48,Telgu,"['Home Insurance', 'Car Insurance', 'Education Insurance']",51,2,Telgu,10,Home Insurance,23.55386724,5,4,4,3,465.9794289,0
48,Telgu,"['Home Insurance', 'Life Insurance', 'Health Insurance']",30,1,Telgu,33,Car Insurance,30.31356669,11,9,6,0,515.3423604,1
32,Hindi,"['Health Insurance', 'Education Insurance']",87,6,Hindi,4,Car Insurance,23.48438452,6,2,4,0,385.3163146,1
33,Urdu,"['Life Insurance', 'Car Insurance']",99,8,Urdu,43,Education Insurance,22.11480378,9,4,4,1,359.3770657,1
47,Hindi,"['Life Insurance', 'Home Insurance', 'Health Insurance']",42,2,Hindi,2,Home Insurance,23.08048432,6,4,3,0,384.7158444,0
20,English,['Car Insurance'],66,1,English,44,Health Insurance,27.46493275,8,3,2,3,490.1747143,0
48,Urdu,"['Car Insurance', 'Education Insurance', 'Home Insurance']",72,1,Urdu,34,Health Insurance,25.69112319,5,2,3,0,472.510046,0
27,Marathi,['Life Insurance'],73,6,Marathi,32,Life Insurance,21.20452033,5,4,3,0,342.1760031,0
34,Marathi,"['Life Insurance', 'Health Insurance']",36,2,Marathi,10,Car Insurance,24.2139767,9,3,2,0,416.757364,0
28,English,['Car Insurance'],78,6,English,29,Education Insurance,28.5863559,9,2,2,3,364.6886148,0
35,Marathi,"['Education Insurance', 'Life Insurance']",36,2,Marathi,1,Health Insurance,28.01543315,8,4,4,2,582.4142654,1
43,Urdu,"['Life Insurance', 'Health Insurance', 'Home Insurance']",61,5,Urdu,21,Home Insurance,19.36408084,1,1,1,0,358.5674094,0
48,Urdu,"['Life Insurance', 'Education Insurance', 'Home Insurance']",60,2,Urdu,10,Car Insurance,20.90716103,7,3,3,2,394.6340458,0
38,Telgu,"['Education Insurance', 'Home Insurance']",64,5,Telgu,21,Education Insurance,28.44935504,9,3,2,0,502.525648,0
31,Hindi,"['Education Insurance', 'Health Insurance']",47,2,Hindi,22,Health Insurance,18.62890193,2,0,1,0,528.1375635,0
29,Urdu,['Home Insurance'],44,1,Urdu,14,Home Insurance,19.70258124,1,0,1,4,450.580702,0
24,Hindi,['Education Insurance'],26,1,Hindi,19,Education Insurance,26.76235576,8,4,3,0,318.4676337,0
34,Hindi,"['Life Insurance', 'Home Insurance']",78,2,Hindi,5,Education Insurance,34.23910929,11,9,5,2,418.2919801,1
49,Hindi,"['Home Insurance', 'Car Insurance', 'Health Insurance']",23,1,Hindi,30,Life Insurance,28.19453722,8,3,4,0,604.3106933,1
49,Marathi,"['Life Insurance', 'Health Insurance', 'Education Insurance']",74,6,Marathi,24,Home Insurance,27.19675004,8,2,2,0,533.8625343,0
24,Telgu,['Car Insurance'],44,3,Telgu,32,Home Insurance,27.95392296,8,4,3,3,366.219186,0
47,Hindi,"['Education Insurance', 'Home Insurance', 'Life Insurance']",28,1,Hindi,25,Education Insurance,28.82715949,7,2,3,3,418.3092874,0
46,Urdu,"['Car Insurance', 'Home Insurance', 'Life Insurance']",74,6,Urdu,22,Health Insurance,19.14272696,2,0,1,0,412.2860802,0
36,Telgu,"['Home Insurance', 'Health Insurance']",33,1,Telgu,21,Health Insurance,26.70594651,8,4,4,3,594.1894233,0
30,English,"['Education Insurance', 'Car Insurance']",98,1,English,35,Car Insurance,24.12314752,9,2,3,0,412.6387678,0
35,English,"['Home Insurance', 'Life Insurance']",99,3,English,10,Life Insurance,17.25238724,1,0,0,2,470.701591,0
43,Telgu,"['Home Insurance', 'Health Insurance', 'Education Insurance']",67,4,Telgu,18,Education Insurance,25.42593351,6,4,3,0,399.6280279,0
30,Urdu,"['Education Insurance', 'Car Insurance']",95,3,Urdu,17,Home Insurance,17.52567023,3,0,0,3,404.1038967,0
48,Marathi,"['Health Insurance', 'Home Insurance', 'Car Insurance']",45,3,Marathi,38,Home Insurance,28.93565546,8,3,4,3,624.7511788,0
29,Hindi,['Life Insurance'],41,1,Hindi,41,Home Insurance,23.03165519,6,2,2,0,434.8766571,0
39,English,"['Health Insurance', 'Education Insurance']",25,1,English,46,Car Insurance,22.69804148,9,2,3,0,440.2368146,0
33,Telgu,"['Health Insurance', 'Home Insurance']",20,1,Telgu,3,Car Insurance,31.38091099,15,6,8,0,516.6422412,1
39,Urdu,"['Car Insurance', 'Health Insurance']",22,1,Urdu,6,Home Insurance,22.3395142,8,4,2,3,496.2958257,0
40,English,"['Car Insurance', 'Education Insurance', 'Home Insurance']",88,7,English,46,Car Insurance,22.11553846,6,3,4,0,230.6589741,1
27,English,['Education Insurance'],94,2,English,45,Education Insurance,24.29417448,7,4,4,0,412.6598625,1
45,English,"['Education Insurance', 'Life Insurance', 'Home Insurance']",40,3,English,23,Education Insurance,24.26097866,5,4,3,3,628.8378346,0
23,English,['Life Insurance'],75,4,English,8,Car Insurance,22.0665413,8,2,2,0,419.6975639,0
29,Marathi,['Education Insurance'],71,3,Marathi,32,Education Insurance,27.04222232,5,4,2,3,480.593287,0
28,Telgu,['Education Insurance'],70,1,Telgu,43,Education Insurance,25.67896461,5,4,4,0,491.4622986,1
25,English,['Education Insurance'],84,2,English,41,Home Insurance,25.80895049,9,3,4,0,454.1368232,1
47,Telgu,"['Health Insurance', 'Home Insurance', 'Life Insurance']",59,3,Telgu,28,Car Insurance,24.54139196,5,4,2,0,351.4747636,0
37,Marathi,"['Home Insurance', 'Car Insurance']",53,3,Marathi,47,Education Insurance,27.60068065,7,4,3,0,356.1511984,0
45,Telgu,"['Life Insurance', 'Education Insurance', 'Car Insurance']",34,1,Telgu,33,Life Insurance,25.22267416,5,4,4,0,403.7139083,1
45,Urdu,"['Car Insurance', 'Life Insurance', 'Home Insurance']",23,1,Urdu,15,Car Insurance,26.10814774,9,4,3,0,399.5337783,0
20,English,['Life Insurance'],29,1,English,33,Car Insurance,23.71356391,9,2,2,2,552.4490781,0
34,Hindi,"['Health Insurance', 'Education Insurance']",32,1,Hindi,32,Life Insurance,23.13998089,5,3,4,0,330.7841161,1
26,English,['Education Insurance'],57,3,English,28,Education Insurance,28.73883712,7,4,2,0,407.2510174,0
49,Telgu,"['Life Insurance', 'Car Insurance', 'Home Insurance']",21,1,Telgu,30,Car Insurance,20.80837202,6,3,3,0,494.2211462,0
39,Urdu,"['Education Insurance', 'Home Insurance']",61,4,Urdu,20,Education Insurance,21.82964283,7,2,4,4,466.5771537,0
21,English,['Home Insurance'],61,3,English,13,Education Insurance,20.59276978,8,3,3,0,348.134088,0
32,Hindi,"['Education Insurance', 'Home Insurance']",60,5,Hindi,17,Home Insurance,29.42662107,8,4,4,2,413.9338727,1
28,Marathi,['Health Insurance'],28,1,Marathi,20,Home Insurance,28.52277685,5,2,3,1,419.9556724,0
38,English,"['Health Insurance', 'Life Insurance']",67,3,English,12,Car Insurance,24.46029692,7,2,3,1,549.9368735,0
22,Marathi,['Education Insurance'],61,5,Marathi,20,Life Insurance,31.1990776,18,6,5,1,566.6726614,1
26,Hindi,['Life Insurance'],40,3,Hindi,48,Health Insurance,24.51583571,9,4,4,0,504.1562985,1
43,Marathi,"['Life Insurance', 'Car Insurance', 'Home Insurance']",64,2,Marathi,41,Life Insurance,31.57823271,16,6,9,1,522.2382617,1
33,Hindi,"['Car Insurance', 'Health Insurance']",36,1,Hindi,38,Car Insurance,24.08938797,8,3,2,1,701.9155893,0
29,Telgu,['Home Insurance'],69,5,Telgu,23,Life Insurance,26.72868769,7,3,3,0,385.3965418,0
38,Hindi,"['Car Insurance', 'Home Insurance']",73,3,Hindi,10,Health Insurance,29.40460107,6,3,3,2,427.4805371,0
48,Hindi,"['Education Insurance', 'Life Insurance', 'Health Insurance']",54,1,Hindi,26,Education Insurance,27.65877118,6,4,3,2,413.5866878,0
41,Urdu,"['Life Insurance', 'Car Insurance', 'Home Insurance']",76,5,Urdu,44,Car Insurance,18.07533944,4,0,1,0,358.72504,0
43,Hindi,"['Health Insurance', 'Home Insurance', 'Car Insurance']",48,2,Hindi,36,Health Insurance,29.26983381,5,3,3,2,464.8326182,0
29,Marathi,['Life Insurance'],79,3,Marathi,16,Home Insurance,34.5853448,13,5,7,4,512.8949652,0
39,Hindi,"['Car Insurance', 'Home Insurance']",82,3,Hindi,9,Education Insurance,20.60728505,9,3,2,3,610.51734,0
35,Hindi,"['Life Insurance', 'Health Insurance']",53,3,Hindi,20,Home Insurance,30.06282262,12,9,9,1,394.8046034,1
24,English,['Car Insurance'],48,1,English,46,Life Insurance,16.95113617,0,0,0,0,464.8357761,0
42,Telgu,"['Education Insurance', 'Home Insurance', 'Car Insurance']",38,2,Telgu,8,Health Insurance,23.05628737,5,3,4,0,420.5911214,1
34,English,"['Life Insurance', 'Car Insurance']",35,1,English,44,Home Insurance,27.85770427,8,2,2,3,566.4608252,0
23,Telgu,['Life Insurance'],93,1,Telgu,0,Home Insurance,30.85689574,15,5,5,0,441.7508801,1
33,Marathi,"['Education Insurance', 'Car Insurance']",85,7,Marathi,14,Education Insurance,25.89997035,9,4,4,2,551.1968706,1
22,Urdu,['Life Insurance'],25,1,Urdu,36,Life Insurance,27.45582219,7,4,4,4,324.1395806,0
45,Urdu,"['Health Insurance', 'Life Insurance', 'Home Insurance']",24,1,Urdu,15,Home Insurance,22.31131533,5,3,3,1,420.4470718,0
40,Marathi,"['Education Insurance', 'Car Insurance', 'Life Insurance']",32,1,Marathi,12,Home Insurance,17.18961488,3,0,1,2,261.9335302,0
45,Telgu,"['Car Insurance', 'Home Insurance', 'Life Insurance']",91,8,Telgu,40,Home Insurance,27.57983525,5,4,2,1,539.3146551,0
26,Marathi,['Health Insurance'],97,4,Marathi,43,Education Insurance,24.78081323,5,3,4,1,569.6703385,1
21,English,['Home Insurance'],97,2,English,36,Education Insurance,25.36111606,5,3,3,3,417.2355157,0
37,Telgu,"['Home Insurance', 'Education Insurance']",93,2,Telgu,7,Education Insurance,29.75462348,6,2,4,2,442.0841016,1
35,Telgu,"['Life Insurance', 'Education Insurance']",45,2,Telgu,29,Home Insurance,30.50734875,19,5,7,0,289.7636338,1
20,Urdu,['Home Insurance'],40,1,Urdu,18,Car Insurance,27.77100754,7,2,4,0,332.6842594,1
30,English,"['Education Insurance', 'Home Insurance']",32,1,English,21,Education Insurance,17.15709404,4,0,0,0,556.0222129,0
46,English,"['Health Insurance', 'Education Insurance', 'Car Insurance']",20,1,English,16,Car Insurance,33.29004876,18,7,8,2,575.9199798,1
48,Urdu,"['Education Insurance', 'Life Insurance', 'Car Insurance']",41,1,Urdu,14,Home Insurance,19.15317963,1,1,1,1,373.1336228,0
39,English,"['Car Insurance', 'Life Insurance']",98,1,English,30,Health Insurance,15.23926217,4,0,1,0,466.651237,0
34,English,"['Health Insurance', 'Home Insurance']",99,5,English,28,Life Insurance,29.93146239,8,4,4,0,189.5499568,1
43,Hindi,"['Education Insurance', 'Home Insurance', 'Car Insurance']",43,1,Hindi,13,Home Insurance,21.19040239,8,3,4,0,318.6444192,1
